RefID,PMID,Title,Authors,Journal,Year,accession
59,26911443,Spatial and temporal evolution of lassa virus in the natural host population in upper guinea,"Becker-ziaja B., Camara A., Fichet-calvet E., Gunther S., Koivogui L., Magassouba N., Olschlager S., Soropogui B., Strecker T."," Virology, Bernhard-Nocht Institute of Tropical Medicine, Bernhard-Nocht Strasse 74, Hamburg 20359, Germany, Sci Rep 6, 21977 (2016)","2015, 2016","KP339050, KP339051, KP339052, KP339053, KP339054, KP339055, KP339056, KP339057, KP339058, KP339059, KP339060, KP339061, KP339062, KP339063, KP339064, KP339065, KP339066, KP339067, KP339068, KP339069, KP339070, KP339071, KP339072, KP339073, KP339074, KP339075, KP339076, KP339077, KP339078, KP339079, KP339080, KP339081, KP339082, KP339083, KP339084, KP339085, KP339086, KP339087, KP339088, KP339089, KP339090, KP339091, KP339092, KP339093, KP339094, KP339095, KP339096, KP339097, KP339098, KP339099, KP339100, KP339101, KP339102, KP339103, KP339104, KP339105, KP339106, KP339107, KP339108, KP339109, KP339110, KP339111, KP339112, KP339113, KP339114, KP339115, KP339116, KP339117, KP339118, KP339119, KP339120, KP339121, KP339122, KP339123, KP339124, KP339125, KP339126, KP339127, KP339128, KP339129, KP339130, KP339131, KP339132, KP339133, KT833175, KT833176, KT833177, KT833178, KT833179, KT833180, KT833181, KT833182, KT833183, KT833184, KT833185, KT833186, KT833187, KT833188, KT833189, KT833190, KT833191, KT833192, KT833193, KT833194, KT833195, KT833196, KT833197, KT833198, KT833199, KT833200, KT833201, KT833202, KT833203, KT833204, KT833205, KT833206, KT833207, KT833208, KT833209, KT833210, KT833211, KT833212, KT833213, KT833214, KT833215, KT833216, KT833217, KT833218, KT833219, KT833220, KT833221, KT833222"
60,,Ecological investigations of the genomic diversity of lassa virus in sierra leone,"Bangura J., Bird B., Davison A., Ghersi B., Nichols J., Vucak M."," Centre for Virus Research, University of Glasgow, 464 Bearsden Rd, Bearsden, Glasgow, GLC G61 1QH, United Kingdom, Unpublished",2022,"OM735968, OM735969, OM735970, OM735971, OM735972, OM735973, OM735974, OM735975, OM735976, OM735977, OM735978, OM735979, OM735980, OM735981, OM735982, OM735983, OM735984, OM735985, OM735986, OM735987, OM735988, OM735989, OM735990, OM735991, OM791219, OM791220, OM791221, OM791222, OM791225, OM791226, OM791227, OM791228, OM791229, OM791230, OM791231, OM791232"
61,11443561,Lassa fever encephalopathy: lassa virus in cerebrospinal fluid but not in serum,"Asper M., Drosten C., Emmerich P., Grewing T., Gunther S., Jung A., Kuhle O., Laue T., Petersen J., Roth A., Schmitz H., Ter meulen J., Weisner B., Wilczek M."," Virology, Bernhard-Nocht-Institut, Bernhard-Nocht-Strasse 74, Hamburg D-20359, Germany,  Virology, Bernhard-Nocht-Institute, Bernhard-Nocht-Strasse 74, Hamburg 20359, Germany, J. Infect. Dis. 184 (3), 345-349 (2001)","2000, 2001","AF246121, AF333969"
62,10998376,Imported lassa fever in germany: molecular characterization of a new lassa virus strain,"Asper M., Emmerich P., Grewing T., Gunther S., Jung A., Kuhle O., Laue T., Schmitz H., Ter meulen J.","Emerging Infect. Dis. 6 (5), 466-476 (2000)",2000,AF246121
63,,Biochemical characterization of the lassa virus l protein,"Gunther S., Rosenthal M."," Department of Virology, Bernhard Nocht Institute for Tropical Medicine (BNITM), Bernhard-Nocht-Strasse 74, Hamburg 20359, Germany, Unpublished",2018,MK044799
64,,A reverse genetics system for lassa virus,"Becker-ziaja B., Golnitz U., Gunther S., Hass M., Muller S."," Virology, Bernhard-Nocht-Institut, Bernhard-Nocht-Strasse 74, Hamburg D-20359, Germany, Unpublished",2004,AF246121
65,,Arenaviruses in southern african rodents,"Burt F., Grobbelaar A., Jardine J., Swanepoel R."," Centre for Zoonotic and Emerging Diseases (Special Viral Pathogens Laboratory), NICD, 1 Modderfontein Road, Johannesburg, Gauteng 2131, South Africa, Unpublished",2013,KF926390
66,35099012,Lassa virus replicon particle vaccine protects strain 13/n guinea pigs against challenge with geographically and genetically diverse viral strains,"Albarino C., Coleman-mccray J., Condrey J., Harmon J., Kainulainen M., Montgomery J., Nichol S., Scholte F., Spengler J., Spiropoulou C., Welch S."," Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Rd. NE, Atlanta, GA 30329, USA, J Infect Dis (2022) In press",2022,"OM140826, OM140827, OM140828, OM140829, OM140830, OM140831"
67,,"Lassa virus in host rodent mastomys natalensis within urban area n'zerekore, guinea","Bayandin R., Boiro M., Boumbaly S., Gladysheva A., Karan L., Korneev M., Kourouma K., Makenov M., Sako S., Shipovalov A."," Department of Molecular diagnostic and Epidemiology, Central Research Institute of Epidemiology, Novogireevskaya Str, 3A, Moscow 111123, Russia, Unpublished",2018,"MH732623, MH732624, MH732625, MH732626, MH732627, MH732628, MH732629, MH732630, MH732631, MH732632, MH732633, MH732634, MH732635, MH732636, MH732637, MH732638, MH732639, MH732640"
68,34857749,Conformational changes in lassa virus l protein associated with promoter binding and rna synthesis activity,"Busch C., Cusack S., G&#xfc;nther S., Gr&#xfc;newald K., Grunewald K., Gunther S., Kouba T., Milewski M., Quemin E., Rosenthal M., Thorkelsson S., Vogel D., Williams H.","Nat Commun 12 (1), 7018 (2021)",2021,"7OEA_E, 7OEB_E, 7OJK_D, 7OJK_E, 7OJL_D, 7OJL_E, 7OJN_D, 7OJN_E, 7OJN_M, 7OJN_R"
69,24188212,"Two novel arenaviruses detected in pygmy mice, ghana","Ampofo W., Bonney K., Fichet-calvet E., Guirguis F., Kronmann K., Kronmann L., Nimo paintsil S., Nimo-paintsil S., Obiri-danso K."," Virology, Bernhard-Nocht Institute of Tropical Medicine, Bernhard-Nocht Strasse 74, Hamburg 20359, Germany, Emerging Infect. Dis. 19 (11), 1832-1835 (2013)","2012, 2013","JX845167, JX845169, JX845171"
70,17326956,"Mastomys natalensis and lassa fever, west africa","Allali B., Aniskin V., Aniskine V., Daffis S., Denys C., Dore A., Fichet-calvet E., Gunther S., Koivogui L., Kouassi kan S., Koulemou K., Kourouma F., Lalis A., Lecompte E., Soropogui B., Sylla O., Ter meulen J."," Institut for Virology, Philipps University, Hans-Meerweinstrasse, Marburg 35043, Germany, Emerging Infect. Dis. 12 (12), 1971-1974 (2006)",2006,"DQ832667, DQ832668, DQ832669, DQ832670, DQ832671, DQ832672, DQ832673, DQ832674, DQ832675, DQ832676, DQ832677, DQ832678, DQ832679, DQ832680, DQ832681, DQ832682, DQ832683, DQ832684, DQ832685, DQ832686, DQ832687, DQ832688, DQ832689, DQ832690, DQ832691, DQ832692, DQ832693, DQ832694, DQ832695, DQ832696, DQ832697, DQ832698, DQ832699"
71,,Sequence variability and geographic distribution of lassa virus in sierra leone,"Leski T., Lin B., Moses L., Park M., Stockelman M."," Center for Bio/Molecular Science and Engineering, Naval Research Laboratory, 4555 Overlook Ave, Washington, DC 20375, USA, Unpublished",2014,"KM406518, KM406519, KM406520, KM406521, KM406522, KM406523, KM406524, KM406525, KM406526, KM406527, KM406528, KM406529, KM406530, KM406531, KM406532, KM406533, KM406534, KM406535, KM406536, KM406537, KM406538, KM406539, KM406540, KM406541, KM406542, KM406543, KM406544, KM406545, KM406546, KM406547, KM406548, KM406549, KM406550, KM406551, KM406552, KM406553, KM406554, KM406555, KM406556, KM406557, KM406558, KM406559, KM406560, KM406561, KM406562, KM406563, KM406564, KM406565, KM406566, KM406567, KM406568, KM406569, KM406570, KM406571, KM406572, KM406573, KM406574, KM406575, KM406576, KM406577, KM406578, KM406579, KM406580, KM406581, KM406582, KM406583, KM406584, KM406585, KM406586, KM406587, KM406588, KM406589, KM406590, KM406591, KM406592, KM406593, KM406594, KM406595, KM406596, KM406597, KM406598, KM406599, KM406600, KM406601, KM406602, KM406603, KM406604, KM406605, KM406606, KM406607, KM406608, KM406609, KM406610, KM406611, KM406612, KM406613, KM406614, KM406615, KM406616, KM406617, KM406618, KM406619, KM406620, KM406621, KM406622, KM406623"
72,9049403,"The lassa fever virus l gene: nucleotide sequence, comparison, and precipitation of a predicted 250 kda protein with monospecific antiserum","Djavani M., Lukashevich I., Nichol S., Ravkov E., Salvato M., Sanchez A., Shapiro K."," Pathology and Laboratory Medicine, University of Wisconsin, 1300 University Avenue, Madison, WI 53706, USA, J. Gen. Virol. 78 (PT 3), 547-551 (1997)","1996, 1997",U63094
73,,"A sporadic and lethal lassa fever case in forest guinea, 2019","Conde S., Duraffour S., Fichet-calve E., Fichet-calvet E., Guenther S., Hinzmann J., Keita S., Kekoura I., Koivogui E., Kone M., Koropogui M., Magassouba N., N'faly magassouba N., Soropogui B."," Virology dpt., Bernhard Nocht Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany, Viruses 12 (10), 1062 (2020)",2020,"MT861993, MT861994"
74,32459576,Households as hotspots of lassa fever? assessing the spatial distribution of lassa virus-infected rodents in rural villages of guinea,"Fichet-calvet E., Gunther S., Lo iacono G., Magassouba N., Marien J., Rieger T."," Virology, Bernhard-Nocht Institute of Tropical Medicine, Bernhard-Nocht Strasse 74, Hamburg 20359, Germany, Emerg Microbes Infect 9 (1), 1055-1064 (2020)",2020,"MT119462, MT119463, MT119464, MT119465, MT119466, MT119467, MT119468, MT119469, MT119470, MT119471, MT119472, MT119473, MT119474, MT119475, MT119476, MT119477, MT119478, MT119479, MT119480, MT119481, MT119482, MT119483, MT119484, MT119485, MT119486, MT119487, MT119488, MT119489, MT119490, MT119491, MT119492, MT119493, MT119494, MT119495, MT119496, MT119497, MT119498, MT119499, MT119500, MT119501, MT119502, MT119503, MT119504, MT119505, MT119506, MT119507, MT119508, MT119509, MT119510, MT119511, MT119512, MT119513, MT119514, MT119515, MT119516, MT119517, MT119518, MT119519, MT119520, MT119521, MT119522, MT119523, MT119524, MT119525, MT119526, MT119527, MT119528, MT119529, MT119530, MT119531, MT119532, MT119533, MT119534, MT119535, MT119536, MT119537, MT119538, MT119539, MT119540, MT119541, MT119542, MT119543, MT119544, MT119545, MT119546, MT119547, MT119548, MT119549, MT119550, MT119551, MT119552, MT119553, MT119554, MT119555, MT119556, MT119557, MT119558, MT119559, MT119560, MT119561, MT119562, MT119563, MT119564, MT119565, MT119566, MT119567, MT119568, MT119569, MT119570, MT119571, MT119572, MT119573, MT119574, MT119575, MT119576, MT119577, MT119578, MT119579, MT119580, MT119581, MT119582, MT119583, MT119584, MT119585, MT119586, MT119587, MT119588, MT119589, MT119590, MT119591, MT119592, MT119593, MT119594, MT119595, MT119596, MT119597, MT119598, MT119599, MT119600, MT119601, MT119602, MT119603, MT119604, MT119605, MT119606, MT119607, MT119608, MT119609, MT119610, MT119611, MT119612, MT119613, MT119614, MT119615, MT119616, MT119617, MT119618, MT119619, MT119620, MT119621, MT119622, MT119623, MT119624, MT119625, MT119626, MT119627, MT119628, MT119629, MT119630, MT119631, MT119632, MT119633, MT119634, MT119635, MT119636, MT119637, MT119638, MT119639, MT119640"
75,,Lethal infection of lassa virus isolated from a human clinical sample in outbred guinea pigs without adaptation,"Bukreyeva N., Huang C., Manning J., Maruyama J., Mateer E., Paessler S., Sattler R."," Pthology, University of Texas Medical Branch, 301 university blvd, GALVESTON, TX 77555, USA, mSphere (2019) In press",2019,"MN275172, MN275173"
76,31441759,"Fatal case of lassa fever, bangolo district, cote d'ivoire, 2015","Adjogoua E., Akran V., Baize S., Coulibaly D., Dosso M., Journeaux A., Kadjo H., Kakou S., Kamo E., Kan S., Koffi E., Mateo M., Meite S., Money M., Odegue D., Picard C., Sylla Y."," Virologie, Institut Pasteur, 21 avenue Tony Garnier, Lyon 69007, France, Emerging Infect. Dis. 25 (9), 1753-1756 (2019)",2019,"MK978784, MK978785"
77,,Capturing diverse microbial sequence with comprehensive and scalable probe design,"Allen T., Balmaseda A., Barbosa-lima G., Barnes K., Bosch I., Bozza F., Brehio P., Carter A., Corleis B., Ebel G., Eromon P., Folarin O., Garcia K., Gehrke L., Gladden-young A., Gnirke A., Goba A., Goldfarb A., Grant D., Happi C., Harris E., Hennigan S., Hensley L., Isern S., Kwon D., Lin A., Lorenzana I., Matranga C., Metsky H., Michael S., Odia I., Parham L., Park D., Paul L., Piantadosi A., Qu J., Runstadler J., Sabeti P., Siddle K., Simon-loriere E., Smole S., Souza T., Tan A., Tully D., Vieira Y., Wohl S., Yang D."," Viral Genomics, IDMP, Broad Institute, 75 Ames Street, Cambridge, MA 02142, USA, Unpublished",2018,"MK281624, MK281625, MK281626, MK281627, MK281628, MK281629, MK281630, MK281631, MK291248, MK291249, MK291250, MK291251, MK291252, MK291253"
78,,Lassa virus outbreak genomics and epidemiology from nigeria,"Amao A., Barnes K., Birren B., Brehio P., Chak B., Ehaine P., Folarin O., Happi C., Mehta S., Nosamiefan I., Odia I., Oguzie J., Okokhere P., Park D., Sabeti P., Shah R., Siddle K., Winnicki S., Yozwiak N."," Infectious Disease Program, Broad Institute of Harvard and MIT, 75 Ames St, Cambridge, MA 02142, USA, Unpublished",2018,"MH053463, MH053464, MH053465, MH053466, MH053467, MH053468, MH053469, MH053470, MH053471, MH053472, MH053473, MH053474, MH053475, MH053476, MH053477, MH053478, MH053479, MH053480, MH053481, MH053482, MH053483, MH053484, MH053485, MH053486, MH053487, MH053488, MH053489, MH053490, MH053491, MH053492, MH053493, MH053494, MH053495, MH053496, MH053497, MH053498, MH053499, MH053500, MH053501, MH053502, MH053503, MH053504, MH053505, MH053506, MH053507, MH053508, MH053509, MH053510, MH053511, MH053512, MH053513, MH053514, MH053515, MH053516, MH053517, MH053518, MH053519, MH053520, MH053521, MH053522, MH053523, MH053524, MH053525, MH053526, MH053527, MH053528, MH053529, MH053530, MH053531, MH053532, MH053533, MH053534, MH053535, MH053536, MH053537, MH053538, MH053539, MH053540, MH053541, MH053542, MH053543, MH053544, MH053545, MH053546, MH053547, MH053548, MH053549, MH053550, MH053551, MH053552, MH053553, MH053554, MH053555, MH053556, MH053557, MH053558, MH053559, MH053560, MH053561, MH053562, MH053563, MH053564, MH053565, MH053566, MH053567, MH053568, MH053569, MH053570, MH053571, MH053572, MH053573, MH053574, MH053575, MH053576, MH053577, MH053578, MH053579, MH053580, MH053581, MH053582, MH053583, MH053584, MH053585, MH053586, MH053587, MH053588, MH053589, MH053590, MH157026, MH157027, MH157028, MH157029, MH157030, MH157031, MH157032, MH157033, MH157034, MH157035, MH157036, MH157037, MH157038, MH157039, MH157040, MH157041, MH157042, MH157043, MH157044, MH157045, MH157046, MH157047, MH157048, MH157049, MH157050, MH157051, MH157052, MH157053"
79,30500827,Genetic characterization of lassa virus strains isolated from 2012 to 2016 in southeastern nigeria,"Abe H., Ajayi N., Chika-igwenyi N., Chukwubike C., Iroezindu M., Kimura M., Koyano S., Kurosaki Y., Miyazaki Y., Ndu A., Nwidi D., Okada S., Oloniniyi O., Unigwe U., Urata S., Yasuda J."," Contact:Yohei Kurosaki Institute of Tropical Medicine, Nagasaki University, Department of Emerging Infectious Diseases; 1-12-4 Sakamoto, Nagasaki, Nagasaki 852-8523, Japan, PLoS Negl Trop Dis 12 (11), e0006971 (2018)",2018,"LC387468, LC387469, LC387470, LC387471, LC387472, LC387473, LC387474, LC387475, LC387476, LC387477, LC387478, LC387479, LC387480, LC387481, LC387482, LC387483, LC387484, LC387485, LC387486, LC387487, LC387488, LC387489, LC388575, LC388576, LC388577, LC388578, LC388579, LC388580, LC388581, LC388582, LC388583, LC388584, LC388585, LC388586, LC388587, LC388588, LC388589, LC388590, LC388591, LC388592"
80,,Nucleotide sequence variability of gpc region of lassa fever virus in 2015/2016 outbreak in nigeria,"James A., Omilabu S., Salu O."," Department of Biochemistry/Virology Unit- Central Research Lab., College of Medicine-University of Lagos, Block F, Idi-araba, Surulere, Lagos State 234-100254, Nigeria, Unpublished",2017,"MF317932, MF317933, MF317934, MF317935, MF317936, MF317937, MF317938, MF317939, MF317940, MF317941, MF317942, MF317943, MF317944, MF317945, MF317946"
81,32723007,Lassa fever in benin: description of the 2014 and 2016 epidemics and genetic characterization of a new lassa virus,"Baize S., Bankole H., Becker-ziaja B., Cadar D., Da silva M., Fichet-calvet E., Gbaguidi F., Gunther S., Job E., Journeaux A., Kakai C., Kakonku A., Kohossi L., Kossoubedie S., Kouthon E., Loko F., M'pele P., Mely S., Mundweiler S., Oestereich L., Pahlman M., Pannetier D., Picard C., Rieger T., Saizonou R., Thomas D., Yadouleton A."," Virology, UBIVE, 21 av Tony Garnier, Lyon 69007, France, Emerg Microbes Infect 9 (1), 1761-1770 (2020)",2020,"MT193277, MT193278, MT193279, MT193280, MT193281, MT193282, MT193283, MT193284, MT193285, MT193286, MT193287, MT193288, MT199226, MT199227, MT199228, MT199229, MT199230, MT199231, MT199232, MT199233, MT199234, MT199235, MT248262, MT248263, MT248264"
82,,"Uncovering the etiology of fevers of unknown origin: a laboratory-based observational study in patients with suspected ebola, guinea, 2014","Drexler J., Postigo hidalgo I."," Institute of virology, Charite Universitatsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany, Unpublished",2023,OQ889555
83,24340119,Geographic distribution and genetic characterization of lassa virus in sub-saharan mali,"Anderson J., Branco L., Dahlstrom E., Feldmann F., Feldmann H., Fischer R., Garry R., Haddock E., Lopez J., Maiga O., Munster V., Porcella S., Safronetz D., Schwan T., Sogoba N., Zivcec M."," NIAID - Rocky Mountain Labs, NIH, 903 South 4th Street, Hamilton, MT 59840, USA, PLoS Negl Trop Dis 7 (12), E2582 (2013)",2013,"KF478760, KF478761, KF478762, KF478763, KF478764, KF478765, KF478766, KF478767, KF478768, KF478769"
84,20587185,"Detection of lassa virus, mali","Branco L., Ebihara H., Feldmann H., Fischer E., Garry R., Lopez J., Raffel S., Safronetz D., Schwan T., Sogoba N., Traore S."," Intramural Research, LV/RML/NIAID/NIH, 903 S 4th St., Hamilton, MT 59840, USA, Emerging Infect. Dis. 16 (7), 1123-1126 (2010)",2010,"GU573541, GU573542, GU573543, GU573544, GU573545, GU573546, GU573547, GU573548, GU573549, GU573550, GU573551, GU573552"
85,30332564,Genomic analysis of lassa virus during an increase in cases in nigeria in 2018,"Adebayo A., Airende M., Aiyepada J., Ajogbasile F., Akhilomen P., Akpede G., Andersen K., Barnes K., Birren B., Brehio P., Carter A., Chak B., Ebo B., Enigbe R., Eromon P., Folarin O., Freije C., Garry R., Gaye A., Gladden-young A., Happi C., Ihekweazu C., Iruolagbe C., Kayode T., Kotliar D., Macinnis B., Mehta S., Momoh M., Muoebonam E., Nekoui M., Nosamiefan I., Odia I., Ogbaini-emovon E., Oguzie J., Okogbenin S., Okokhere P., Okonofua G., Oluniyi P., Omoregie O., Osiemi B., Park D., Qu J., Sabeti P., Schaffner S., Shah R., Siddle K., Tomori O., Uwanibe J., Uyigue E., Winnicki S., Wohl S., Ye S., Yozwiak N."," Infectious Disease Program, Broad Institute, 75 Ames Street, Cambridge, MA 02142, USA, N. Engl. J. Med. (2018) In press",2018,"MH887755, MH887756, MH887757, MH887758, MH887759, MH887760, MH887761, MH887762, MH887763, MH887764, MH887765, MH887766, MH887767, MH887768, MH887769, MH887770, MH887771, MH887772, MH887773, MH887774, MH887775, MH887776, MH887777, MH887778, MH887779, MH887780, MH887781, MH887782, MH887783, MH887784, MH887785, MH887786, MH887787, MH887788, MH887789, MH887790, MH887791, MH887792, MH887793, MH887794, MH887795, MH887796, MH887797, MH887798, MH887799, MH887800, MH887801, MH887802, MH887803, MH887804, MH887805, MH887806, MH887807, MH887808, MH887809, MH887810, MH887811, MH887812, MH887813, MH887814, MH887815, MH887816, MH887817, MH887818, MH887819, MH887820, MH887821, MH887822, MH887823, MH887824, MH887825, MH887826, MH887827, MH887828, MH887829, MH887830, MH887831, MH887832, MH887833, MH887834, MH887835, MH887836, MH887837, MH887838, MH887839, MH887840, MH887841, MH887842, MH887843, MH887844, MH887845, MH887846, MH887847, MH887848, MH887849, MH887850, MH887851, MH887852, MH887853, MH887854, MH887855, MH887856, MH887857, MH887858, MH887859, MH887860, MH887861, MH887862, MH887863, MH887864, MH887865, MH887866, MH887867, MH887868, MH887869, MH887870, MH887871, MH887872, MH887873, MH887874, MH887875, MH887876, MH887877, MH887878, MH887879, MH887880, MH887881, MH887882, MH887883, MH887884, MH887885, MH887886, MH887887, MH887888, MH887889, MH887890, MH887891, MH887892, MH887893, MH887894, MH887895, MH887896, MH887897, MH887898, MH887899, MH887900, MH887901, MH887902, MH887903, MH887904, MH887905, MH887906, MH887907, MH887908, MH887909, MH887910, MH887911, MH887912, MH887913, MH887914, MH887915, MH887916, MH887917, MH887918, MH887919, MH887920, MH887921, MH887922, MH887923, MH887924, MH887925, MH887926, MH887927, MH887928, MH887929, MH887930, MH887931, MH887932, MH887933, MH887934, MH887935, MH887936, MH887937, MH887938, MH887939, MH887940, MH887941, MH887942, MH887943, MH887944, MH887945, MH887946, MH887947, MH887948, MH887949, MH887950, MH887951, MH887952, MH887953, MH887954, MH887955, MH887956, MH887957, MH887958, MH887959, MH887960, MH887961, MH887962, MH887963, MH887964, MH887965, MH887966, MH887967, MH887968, MH887969, MH887970, MH887971, MH887972, MH887973, MH887974, MH887975, MH887976, MH887977, MH887978, MH887979, MH887980, MH887981, MH887982, MH887983, MH887984, MH887985, MH887986, MH887987, MH887988, MH887989, MH887990, MH887991, MH887992, MH887993, MH887994, MH887995, MH887996, MH887997, MH887998, MH887999, MH888000, MH888001, MH888002, MH888003, MH888004, MH888005, MH888006, MH888007, MH888008"
86,,Fda database for regulatory grade microbial sequences (fda-argos): supporting development and validation of infectious disease dx tests,"Aluvathingal J., Mehta A., Myers T., Nadendla S., Sadzewicz L., Sichtig H., Tallon L., Vavikolanu K., Yan Y."," Center for Devices and Radiological Health, US Food and Drug Administration, 10903 New Hampshire Avenue, White Oak, MD 20903, USA, Unpublished",2021,"OK573203, OK573204, OK573205, OK573206, OK573207"
87,,The pathogenic factor of lassa virus infection in guinea pigs,"Huang C., Manning J., Maruyama J., Paessler S., Paroha R., Saito T., Taniguchi S."," Pathology, The University of Texas Medical Branch, 301 university blvd, Galveston, TX 77555, USA, Unpublished",2024,"PP826286, PP826287, PP826288, PP826289"
88,29460758,"New lineage of lassa virus, togo, 2016","Ampofo W., Aryeequaye J., Becker S., Bonney K., Brown S., Cadar D., Davis W., De leuw P., Dienes H., Eickmann M., Emmerich P., Faber K., Fehling S., Fichet-calvet E., Fries J., Gunther S., Hain T., Klena J., Kochanek M., Kraft C., Lyon G., Mehta A., Mengel J., Nichol S., Noack B., Patel K., Ribner B., Rieger T., Rollin P., Schmidt-chanasit J., Schuettfort G., Schultze T., Stephan C., Strecker T., Stroeher U., Stroher U., Varkey J., Whitmer S., Wieland U., Wolf T., Wolff S."," Viral Special Pathogens Branch, The Centers for Disease Control and Prevention, 1600 Clifton Rd. NE, Atlanta, GA 30333, United States of America, Emerging Infect. Dis. 24 (3), 599-602 (2018)","2017, 2018","MF990886, MF990887, MF990888, MF990889"
89,34522759,"Detection of lassa virus in wild rodent feces: implications for lassa fever burden within households in the endemic region of faranah, guinea","Bangura U., Douno M., Fichet-calvet E., Marien J., Wood R."," Virology, Bernhard-Nocht Institute of Tropical Medicine, Bernhard-Nocht Strasse 74, Hamburg 20359, Germany, One Health 13, 100317 (2021)",2021,"MW776596, MW776597, MW776598, MW776599"
90,34127846,Cryo-em structures of lassa and machupo virus polymerases complexed with cognate regulatory z proteins identify targets for antivirals,"Deng H., Gao G., Hu X., Liu S., Peng Q., Peng R., Qi J., Shi Y., Tian X., Tong Y., Wang M., Wang P., Xu X., Xu Y., Zhong J.","Nat Microbiol 6 (7), 921-931 (2021)",2021,7ELA_C
91,,"Lassa virus in pygmy mice, benin","Achaz A., Baptiste J., Fichet-calvet E., Gunther S., Kourouma F., Saizounou R., Yadouleton A."," Virology, Bernhard-Nocht Institute of Tropical Medicine, Bernhard-Nocht Strasse 74, Hamburg 20359, Germany, Unpublished",2018,"MH028396, MH028397, MH028398, MH028399, MH028400, MH028401"
92,,Resequencing pathogen microarray,"Agan B., Hanson E., Kruzelock R., Kuruzerokku R., Lin B., Rowley R., Seto D., Stenger D., Thach D., Thomton J., Thornton J., Tibbetts C., Vora G., Walter E., Wang Z.",Patent,"2007, 2008, 2011","DI160217, DL143807, HV540186"
93,21191050,Current molecular epidemiology of lassa virus in nigeria,"Akpede G., Asogun D., Becker-ziaja B., Ehichioya D., Ehimuan J., Fichet-calvet E., Gunther S., Hass M., Kleinsteuber K., Lelke M., Olschlager S., Omilabu S., Ter meulen J."," Virology, Bernhard-Nocht-Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany, J. Clin. Microbiol. 49 (3), 1157-1161 (2011)","2010, 2011","GU481056, GU481057, GU481058, GU481059, GU481060, GU481061, GU481062, GU481063, GU481064, GU481065, GU481066, GU481067, GU481068, GU481069, GU481070, GU481071, GU481072, GU481073, GU481074, GU481075, GU481076, GU481077, GU481078, GU481079, GU830839, GU979503, GU979504, GU979505, GU979506, GU979507, GU979508, GU979509, GU979510, GU979511, GU979512, GU979513, HM143866, HM143867, HM143868, HM143870, HM143871, HM143872, HM143873, HM143874, HM143875, HM143876, HM143877, HM143878, HM143879, HM143880, HM143881"
94,20351210,Improved detection of lassa virus by reverse transcription-pcr targeting the 5' region of s rna,"Asogun D., Drosten C., Ehichioya D., Emmerich P., Gunther S., Hass M., Lelke M., Olschlager S., Omilabu S., Panning M."," Virology, Bernhard-Nocht-Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany, J. Clin. Microbiol. 48 (6), 2009-2013 (2010)",2010,"GU830812, GU830813, GU830814, GU830815, GU830816, GU830817, GU830818, GU830819, GU830820, GU830821, GU830822, GU830823, GU830824, GU830825, GU830826, GU830827, GU830828, GU830829, GU830830, GU830831, GU830832, GU830833, GU830834, GU830835, GU830836, GU830837, GU830838, GU830839, GU830840, GU830841, GU830842, GU830843, HM143866, HM143867, HM143868, HM143870, HM143871, HM143872, HM143873, HM143874, HM143875, HM143876, HM143877, HM143878, HM143879, HM143880, HM143881"
95,16355508,"Lassa fever activity in the north of edo state, nigeria, in 2003 and 2004, Lassa fever, nigeria, 2003 and 2004","Asogun D., Badaru S., Becker-ziaja B., Drosten C., Emmerich P., Gunther S., Lenz O., Nichol S., Okokhere P., Omilabu S., Schmitz H., Ter meulen J., Vieth S."," Virology, Bernhard-Nocht-Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany,  Virology, Bernhard-Nocht-Institute of Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany, Emerging Infect. Dis. 11 (10), 1642-1644 (2005), Unpublished","2002, 2003, 2004, 2005","AH012598, AY179171, AY179172, AY179173, AY363905, AY363906, AY363907, AY363908, AY363909, AY363910, AY693637, AY693638, AY693639, AY693640, AY870334, DQ010030, DQ010031"
96,,Direct Submission,"Barnes K., Gerhardt D., Hensley L., Honko A., Jahrling P., Johnson J., Olinger G., Sabeti P., Sword J., Wohl S."," Integrated Research Facility - Frederick, National Institute of Allergy and Infectious Diseases, National Institutes of Health, 8200 Research Plaza, Fort Detrick, MD 21702, USA",2017,"KY425626, KY425628, KY425632, KY425634, KY425635, KY425638, KY425640, KY425641, KY425642, KY425643, KY425650, KY425651"
